Year,Month,Total,,,,
2022,8,3.19,,23.66,,
2022,9,0.84,,24.84,,
2022,10,1.29,,31.1,,
2022,11,3.1,,30.14,,
2022,12,0.98,,29.07,,
2023,1,1.06,,28.69,,
2023,2,2.35,,29.9,,
2023,3,1.43,,28.42,,
2023,4,1.77,,27.09,,
2023,5,3.15,,26.74,,
2023,6,4.5,,26.93,,
2023,7,4.37,,28.58,,
2023,8,7.1,,,,
2023,9,0.33,,,,
2023,10,2.03,,,,
2023,11,0.6,,,,
2023,12,2.27,,,,
2024,1,0.87,,,,
2024,2,0.1,,,,
2024,3,1.42,,,,
2024,4,3.34,,,,
2024,5,6.15,,,,
