Year,Month,Total,,,,
2012,3,4.38,,29.6,,
2012,4,2.5,,27.66,,
2012,5,1.99,,31.29,,
2012,6,1.5,,37.1,,
2012,7,4.28,,37.99,,
2012,8,2.29,,34.95,,
2012,9,4.65,,32.68,,
2012,10,1.95,,30.01,,
2012,11,1.72,,31.02,,
2012,12,1.19,,30.86,,
2013,1,2,,30.61,,
2013,2,1.15,,28.75,,
2013,3,2.44,,28.78,,
2013,4,6.13,,27.13,,
2013,5,7.8,,23.99,,
2013,6,2.39,,17.72,,
2013,7,1.24,,20.81,,
2013,8,0.02,,21.58,,
2013,9,1.98,,27.76,,
2013,10,2.96,,34.97,,
2013,11,1.56,,37.11,,
2013,12,0.94,,36.73,,
2014,1,0.14,,37.02,,
2014,2,1.18,,37.74,,
2014,3,0.79,,37.35,,
2014,4,2.99,,38.03,,
2014,5,1.53,,38.2,,
2014,6,5.48,,40.96,,
2014,7,2.01,,44.61,,
2014,8,6.2,,49.18,,
2014,9,9.19,,44.77,,
2014,10,5.1,,36.88,,
2014,11,1.18,,33.92,,
2014,12,1.23,,38.57,,
2015,1,0.86,,40.34,,
2015,2,0.79,,40.66,,
2015,3,1.47,,40.77,,
2015,4,3.16,,41.73,,
2015,5,4.29,,40.99,,
2015,6,9.13,,39.93,,
2015,7,6.58,,35.49,,
2015,8,1.79,,32.42,,
2015,9,1.3,,36.71,,
2015,10,2.14,,38.5,,
2015,11,5.83,,38.4,,
2015,12,3,,33.45,,
2016,1,1.18,,31.31,,
2016,2,0.9,,31.33,,
2016,3,2.43,,30.48,,
2016,4,2.42,,31.87,,
2016,5,3.23,,34.2,,
2016,6,4.69,,33.55,,
2016,7,3.51,,35.79,,
2016,8,6.08,,35.55,,
2016,9,3.09,,32.3,,
2016,10,2.04,,29.9,,
2016,11,0.88,,32.64,,
2016,12,0.86,,32.1,,
2017,1,1.2,,31.6,,
2017,2,0.05,,31.22,,
2017,3,3.82,,33.53,,
2017,4,4.75,,31.47,,
2017,5,2.58,,27.14,,
2017,6,6.93,,28.27,,
2017,7,3.27,,24.16,,
2017,8,2.83,,22.14,,
2017,9,0.69,,24.46,,
2017,10,4.78,,27.58,,
2017,11,0.34,,27.93,,
2017,12,0.36,,28.54,,
2018,1,0.82,,31,,
2018,2,2.36,,30.86,,
2018,3,1.76,,29.92,,
2018,4,0.42,,31.3,,
2018,5,3.71,,34,,
2018,6,2.82,,42.87,,
2018,7,1.25,,45.75,,
2018,8,5.15,,48.2,,
2018,9,3.81,,50.01,,
2018,10,5.13,,52.03,,
2018,11,0.95,,50.44,,
2018,12,2.82,,50.48,,
2019,1,0.68,,49.37,,
2019,2,1.42,,50.52,,
2019,3,3.14,,49.67,,
2019,4,3.12,,50.2,,
2019,5,12.58,,49.43,,
2019,6,5.7,,43.63,,
2019,7,3.7,,40.68,,
2019,8,6.96,,41.91,,
2019,9,5.83,,35.6,,
2019,10,3.54,,35.65,,
2019,11,0.99,,32.66,,
2019,12,1.71,,33.66,,
2020,1,1.83,,33.35,,
2020,2,0.57,,33.1,,
2020,3,3.67,,32.66,,
2020,4,2.35,,32.31,,
2020,5,6.78,,34.58,,
2020,6,2.75,,31.36,,
2020,7,4.93,,37.76,,
2020,8,0.65,,37.53,,
2020,9,5.88,,38.74,,
2020,10,0.55,,34.11,,
2020,11,1.99,,38.06,,
2020,12,1.4,,37.07,,
2021,1,1.58,,36.42,,
2021,2,0.13,,35.33,,
2021,3,3.32,,35.61,,
2021,4,4.62,,36.42,,
2021,5,3.56,,34.88,,
2021,6,9.15,,36.92,,
2021,7,4.7,,32.54,,
2021,8,1.86,,34.55,,
2021,9,1.25,,35.64,,
2021,10,4.5,,35.93,,
2021,11,1,,33.11,,
2021,12,0.75,,35.11,,
2022,1,0.49,,35.53,,
2022,2,0.41,,37.19,,
2022,3,4.13,,39.54,,
2022,4,3.08,,37.98,,
2022,5,5.6,,36.37,,
2022,6,4.77,,32.14,,
2022,7,6.71,,29.29,,
2022,8,2.95,,24.46,,
2022,9,1.54,,29.62,,
2022,10,1.68,,29.25,,
2022,11,3,,30.77,,
2022,12,1.17,,28.6,,
2023,1,2.15,,30.92,,
2023,2,2.76,,30.35,,
2023,3,2.57,,27.75,,
2023,4,1.47,,26.14,,
2023,5,1.37,,32.64,,
2023,6,1.92,,35.3,,
2023,7,1.88,,,,
2023,8,8.11,,,,
2023,9,1.17,,,,
2023,10,3.2,,,,
2023,11,0.83,,,,
2023,12,3.49,,,,
2024,1,1.58,,,,
2024,2,0.16,,,,
2024,3,0.96,,,,
2024,4,7.97,,,,
2024,5,4.03,,,,
