Year,Month,Total,,,,
2014,11,0.89,,33.59,,
2014,12,1.88,,40.93,,
2015,1,0.83,,45.02,,
2015,2,1.01,,44.87,,
2015,3,2.25,,44.35,,
2015,4,3.18,,44.15,,
2015,5,4.83,,42.92,,
2015,6,5.04,,41.42,,
2015,7,9.25,,37.8,,
2015,8,2.47,,39.34,,
2015,9,0.68,,40.35,,
2015,10,1.28,,45.2,,
2015,11,8.23,,45,,
2015,12,5.97,,38.49,,
2016,1,0.68,,33.85,,
2016,2,0.49,,34.11,,
2016,3,2.05,,33.82,,
2016,4,1.95,,34.45,,
2016,5,3.33,,41.52,,
2016,6,1.42,,42.35,,
2016,7,10.79,,44.98,,
2016,8,3.48,,37.29,,
2016,9,5.53,,36.76,,
2016,10,1.08,,32.19,,
2016,11,1.72,,35.34,,
2016,12,1.33,,34.23,,
2017,1,0.94,,33.1,,
2017,2,0.2,,33.89,,
2017,3,2.68,,36.65,,
2017,4,9.02,,37.52,,
2017,5,4.16,,28.87,,
2017,6,4.05,,27.39,,
2017,7,3.1,,28.2,,
2017,8,2.95,,26.22,,
2017,9,0.96,,26.51,,
2017,10,4.23,,26.59,,
2017,11,0.61,,28.18,,
2017,12,0.2,,30.11,,
2018,1,1.73,,34.02,,
2018,2,2.96,,34.1,,
2018,3,3.55,,33,,
2018,4,0.37,,33.31,,
2018,5,2.68,,37.48,,
2018,6,4.86,,39.29,,
2018,7,1.12,,39.98,,
2018,8,3.24,,42.52,,
2018,9,1.04,,44,,
2018,10,5.82,,45.68,,
2018,11,2.54,,44.11,,
2018,12,4.11,,43.53,,
2019,1,1.81,,41.05,,
2019,2,1.86,,43.34,,
2019,3,3.86,,43.49,,
2019,4,4.54,,45.27,,
2019,5,4.49,,45.27,,
2019,6,5.55,,44.04,,
2019,7,3.66,,44.84,,
2019,8,4.72,,45.33,,
2019,9,2.72,,45.13,,
2019,10,4.25,,46.4,,
2019,11,1.96,,44.08,,
2019,12,1.63,,44.37,,
2020,1,4.1,,43.39,,
2020,2,2.01,,41.94,,
2020,3,5.64,,40.41,,
2020,4,4.54,,40.46,,
2020,5,3.26,,42.09,,
2020,6,6.35,,43.49,,
2020,7,4.15,,49.48,,
2020,8,4.52,,49.8,,
2020,9,3.99,,46.71,,
2020,10,1.93,,44.73,,
2020,11,2.25,,49.38,,
2020,12,0.65,,47.95,,
2021,1,2.65,,48.52,,
2021,2,0.48,,46.58,,
2021,3,5.69,,47.44,,
2021,4,6.17,,45.59,,
2021,5,4.66,,43.93,,
2021,6,12.34,,44.26,,
2021,7,4.47,,33.51,,
2021,8,1.43,,31.11,,
2021,9,2.01,,31.11,,
2021,10,6.58,,30.64,,
2021,11,0.82,,27.41,,
2021,12,1.22,,28.79,,
2022,1,0.71,,28.67,,
2022,2,1.34,,29.2,,
2022,3,3.84,,30.32,,
2022,4,4.51,,28.88,,
2022,5,4.99,,24.92,,
2022,6,1.59,,21.49,,
2022,7,2.07,,22.72,,
2022,8,1.43,,24.08,,
2022,9,1.54,,26.86,,
2022,10,3.35,,25.52,,
2022,11,2.2,,24.62,,
2022,12,1.1,,23.33,,
2023,1,1.24,,24.56,,
2023,2,2.46,,25.65,,
2023,3,2.4,,23.31,,
2023,4,0.55,,23.79,,
2023,5,1.56,,27.15,,
2023,6,2.82,,28.41,,
2023,7,3.43,,,,
2023,8,4.21,,,,
2023,9,0.2,,,,
2023,10,2.45,,,,
2023,11,0.91,,,,
2023,12,2.33,,,,
2024,1,2.33,,,,
2024,2,0.12,,,,
2024,3,2.88,,,,
2024,4,3.91,,,,
2024,5,2.82,,,,
