Year,Month,Total,,,,
2009,5,4.96,,54.67,,
2009,6,6.25,,54.53,,
2009,7,5.26,,52.61,,
2009,8,5.04,,57.65,,
2009,9,3.06,,57.19,,
2009,10,10.41,,61.01,,
2009,11,1.68,,51.42,,
2009,12,2.73,,51.61,,
2010,1,1.96,,51.3,,
2010,2,2.48,,49.63,,
2010,3,3.11,,49.37,,
2010,4,7.73,,49.96,,
2010,5,4.82,,45.41,,
2010,6,4.33,,46.74,,
2010,7,10.3,,45.24,,
2010,8,4.58,,36.56,,
2010,9,6.88,,34.5,,
2010,10,0.82,,29.74,,
2010,11,1.87,,29.82,,
2010,12,2.42,,32.15,,
2011,1,0.29,,32.56,,
2011,2,2.22,,33.08,,
2011,3,3.7,,33.26,,
2011,4,3.18,,33.64,,
2011,5,6.15,,37.78,,
2011,6,2.83,,32.84,,
2011,7,1.62,,31.22,,
2011,8,2.52,,30.56,,
2011,9,2.12,,29.94,,
2011,10,0.9,,29.62,,
2011,11,4.2,,31.19,,
2011,12,2.83,,28.31,,
2012,1,0.81,,26.52,,
2012,2,2.4,,28.31,,
2012,3,4.08,,27.74,,
2012,4,7.32,,26.42,,
2012,5,1.21,,26.1,,
2012,6,1.21,,35.79,,
2012,7,0.96,,36.69,,
2012,8,1.9,,37.11,,
2012,9,1.8,,37.08,,
2012,10,2.47,,37.28,,
2012,11,1.32,,37.7,,
2012,12,1.04,,37.87,,
2013,1,2.6,,38.4,,
2013,2,1.83,,36.12,,
2013,3,2.76,,34.64,,
2013,4,7,,32.91,,
2013,5,10.9,,32.24,,
2013,6,2.11,,24.2,,
2013,7,1.38,,29.01,,
2013,8,1.87,,29.51,,
2013,9,2,,30.82,,
2013,10,2.89,,36.11,,
2013,11,1.49,,43.1,,
2013,12,1.57,,42.52,,
2014,1,0.32,,43.04,,
2014,2,0.35,,43.59,,
2014,3,1.03,,43.98,,
2014,4,6.33,,44.81,,
2014,5,2.86,,41.33,,
2014,6,6.92,,44.1,,
2014,7,1.88,,43.42,,
2014,8,3.18,,48.96,,
2014,9,7.29,,49.14,,
2014,10,9.88,,43.04,,
2014,11,0.91,,34.04,,
2014,12,2.09,,40.85,,
2015,1,0.87,,44.99,,
2015,2,0.74,,44.7,,
2015,3,1.86,,44.46,,
2015,4,2.85,,44.48,,
2015,5,5.63,,43.67,,
2015,6,6.24,,41.16,,
2015,7,7.42,,36.05,,
2015,8,3.36,,39.08,,
2015,9,1.19,,40.53,,
2015,10,0.88,,45.82,,
2015,11,7.72,,46.04,,
2015,12,6.23,,40.83,,
2016,1,0.58,,35.69,,
2016,2,0.5,,36.22,,
2016,3,1.88,,35.86,,
2016,4,2.04,,36.65,,
2016,5,3.12,,43.01,,
2016,6,1.13,,44.68,,
2016,7,10.45,,46.75,,
2016,8,4.81,,40.55,,
2016,9,6.48,,39.33,,
2016,10,1.1,,34.38,,
2016,11,2.51,,37.28,,
2016,12,1.09,,35.35,,
2017,1,1.11,,34.42,,
2017,2,0.14,,34.99,,
2017,3,2.67,,37.57,,
2017,4,8.4,,37.92,,
2017,5,4.79,,29.92,,
2017,6,3.2,,27.71,,
2017,7,4.25,,28.66,,
2017,8,3.59,,26.14,,
2017,9,1.53,,25.85,,
2017,10,4,,25.39,,
2017,11,0.58,,27.9,,
2017,12,0.16,,29.72,,
2018,1,1.68,,33.71,,
2018,2,2.72,,33.67,,
2018,3,3.02,,32.75,,
2018,4,0.4,,33.84,,
2018,5,2.58,,38.27,,
2018,6,4.15,,40.33,,
2018,7,1.73,,41.97,,
2018,8,3.3,,43.83,,
2018,9,1.07,,45.47,,
2018,10,6.51,,46.54,,
2018,11,2.4,,44.39,,
2018,12,4.15,,43.92,,
2019,1,1.64,,41.34,,
2019,2,1.8,,43.14,,
2019,3,4.11,,43.27,,
2019,4,4.83,,44.67,,
2019,5,4.64,,44.44,,
2019,6,5.79,,43.88,,
2019,7,3.59,,43.42,,
2019,8,4.94,,43.72,,
2019,9,2.14,,42.81,,
2019,10,4.36,,44.11,,
2019,11,1.93,,41.25,,
2019,12,1.57,,41.87,,
2020,1,3.44,,40.93,,
2020,2,1.93,,40.09,,
2020,3,5.51,,38.7,,
2020,4,4.6,,38.73,,
2020,5,4.08,,39.3,,
2020,6,5.33,,39.09,,
2020,7,3.89,,45.36,,
2020,8,4.03,,46.93,,
2020,9,3.44,,43.91,,
2020,10,1.5,,43.12,,
2020,11,2.55,,47.57,,
2020,12,0.63,,45.9,,
2021,1,2.6,,47.05,,
2021,2,0.54,,45.18,,
2021,3,5.54,,45.88,,
2021,4,5.17,,44.18,,
2021,5,3.87,,44.08,,
2021,6,11.6,,45.28,,
2021,7,5.46,,35.67,,
2021,8,1.01,,32.31,,
2021,9,2.65,,33.34,,
2021,10,5.95,,32.25,,
2021,11,0.88,,29.37,,
2021,12,1.78,,30.62,,
2022,1,0.73,,29.84,,
2022,2,1.24,,30.22,,
2022,3,3.84,,31.76,,
2022,4,5.07,,30.75,,
2022,5,5.07,,26.32,,
2022,6,1.99,,22.58,,
2022,7,2.1,,24.1,,
2022,8,2.04,,27.51,,
2022,9,1.56,,30.33,,
2022,10,3.07,,29.14,,
2022,11,2.13,,28.55,,
2022,12,1,,27.26,,
2023,1,1.11,,29.07,,
2023,2,2.78,,30.5,,
2023,3,2.83,,27.75,,
2023,4,0.64,,27.7,,
2023,5,1.33,,31.29,,
2023,6,3.51,,33.46,,
2023,7,5.51,,,,
2023,8,4.86,,,,
2023,9,0.37,,,,
2023,10,2.48,,,,
2023,11,0.84,,,,
2023,12,2.81,,,,
2024,1,2.54,,,,
2024,2,0.03,,,,
2024,3,2.78,,,,
2024,4,4.23,,,,
2024,5,3.5,,,,
