Year,Month,Total,,,,
2012,3,2.34,,29.96,,
2012,4,4.69,,29.75,,
2012,5,2.49,,32.68,,
2012,6,2.23,,40.46,,
2012,7,0.73,,41.85,,
2012,8,2.99,,43.02,,
2012,9,3.56,,40.03,,
2012,10,3.25,,39.57,,
2012,11,1.47,,41.09,,
2012,12,2.08,,40.87,,
2013,1,1.85,,39.49,,
2013,2,2.28,,37.99,,
2013,3,2.13,,36.64,,
2013,4,7.62,,35.39,,
2013,5,10.27,,31.93,,
2013,6,3.62,,22.69,,
2013,7,1.9,,27.92,,
2013,8,0,,28.03,,
2013,9,3.1,,34.48,,
2013,10,4.77,,38.28,,
2013,11,1.25,,37.88,,
2013,12,0.7,,37.65,,
2014,1,0.35,,38,,
2014,2,0.93,,38.65,,
2014,3,0.88,,38.52,,
2014,4,4.16,,38.73,,
2014,5,1.03,,37.38,,
2014,6,8.85,,41.04,,
2014,7,2.01,,44.85,,
2014,8,6.45,,52.96,,
2014,9,6.9,,50.7,,
2014,10,4.37,,45.18,,
2014,11,1.02,,42.85,,
2014,12,1.05,,47.58,,
2015,1,1,,50.85,,
2015,2,0.8,,50.51,,
2015,3,1.09,,50.53,,
2015,4,2.81,,51.34,,
2015,5,4.69,,51.15,,
2015,6,12.66,,50.72,,
2015,7,10.12,,39.55,,
2015,8,4.19,,34.01,,
2015,9,1.38,,37.95,,
2015,10,2.04,,38.35,,
2015,11,5.75,,38.35,,
2015,12,4.32,,34.14,,
2016,1,0.66,,30.99,,
2016,2,0.82,,31.25,,
2016,3,1.9,,30.77,,
2016,4,2.62,,32.06,,
2016,5,4.26,,35.6,,
2016,6,1.49,,33.76,,
2016,7,4.58,,38.57,,
2016,8,8.13,,34.91,,
2016,9,1.78,,32.43,,
2016,10,2.04,,30.87,,
2016,11,1.54,,35.71,,
2016,12,1.17,,35.62,,
2017,1,0.92,,34.57,,
2017,2,0.34,,34.73,,
2017,3,3.19,,37.92,,
2017,4,6.16,,37.91,,
2017,5,2.42,,32.24,,
2017,6,6.3,,32.23,,
2017,7,0.92,,28.19,,
2017,8,5.65,,28.55,,
2017,9,0.22,,29.36,,
2017,10,6.88,,31.37,,
2017,11,1.45,,30.41,,
2017,12,0.12,,30.94,,
2018,1,1.08,,33.52,,
2018,2,3.53,,33.25,,
2018,3,3.18,,31.21,,
2018,4,0.49,,31.87,,
2018,5,2.41,,35.57,,
2018,6,2.26,,48.22,,
2018,7,1.28,,53.37,,
2018,8,6.46,,54.79,,
2018,9,2.23,,51.57,,
2018,10,5.92,,53.73,,
2018,11,1.98,,52.94,,
2018,12,2.7,,52.35,,
2019,1,0.81,,51.06,,
2019,2,1.49,,51.96,,
2019,3,3.84,,51.11,,
2019,4,4.19,,50.88,,
2019,5,15.06,,48.65,,
2019,6,7.41,,38.23,,
2019,7,2.7,,33.38,,
2019,8,3.24,,35.78,,
2019,9,4.39,,33.62,,
2019,10,5.13,,32.8,,
2019,11,1.39,,29.67,,
2019,12,1.41,,30.71,,
2020,1,1.71,,31.35,,
2020,2,0.64,,31.13,,
2020,3,3.61,,30.79,,
2020,4,1.96,,30.87,,
2020,5,4.64,,33.2,,
2020,6,2.56,,32.96,,
2020,7,5.1,,38.11,,
2020,8,1.08,,43.04,,
2020,9,3.57,,44.04,,
2020,10,2,,42.16,,
2020,11,2.43,,46.96,,
2020,12,2.05,,45.1,,
2021,1,1.49,,43.89,,
2021,2,0.3,,43.15,,
2021,3,3.69,,44.07,,
2021,4,4.29,,44.06,,
2021,5,4.4,,43.68,,
2021,6,7.71,,43.14,,
2021,7,10.03,,38.81,,
2021,8,2.08,,32.14,,
2021,9,1.69,,30.75,,
2021,10,6.8,,33.14,,
2021,11,0.57,,27.82,,
2021,12,0.84,,29.93,,
2022,1,0.75,,30.51,,
2022,2,1.22,,32.36,,
2022,3,3.68,,34.91,,
2022,4,3.91,,34.11,,
2022,5,3.86,,31.08,,
2022,6,3.38,,28.7,,
2022,7,3.36,,25.83,,
2022,8,0.69,,24.89,,
2022,9,4.08,,29.13,,
2022,10,1.48,,25.46,,
2022,11,2.68,,26.5,,
2022,12,1.42,,24.44,,
2023,1,2.6,,24.54,,
2023,2,3.77,,23.59,,
2023,3,2.88,,19.98,,
2023,4,0.88,,19.14,,
2023,5,1.48,,25.91,,
2023,6,0.51,,27.2,,
2023,7,2.42,,,,
2023,8,4.93,,,,
2023,9,0.41,,,,
2023,10,2.52,,,,
2023,11,0.62,,,,
2023,12,1.52,,,,
2024,1,1.65,,,,
2024,2,0.16,,,,
2024,3,2.04,,,,
2024,4,7.65,,,,
2024,5,2.77,,,,
