Year,Month,Total,,,,
2018,4,2.74,,46.15,,
2018,5,4.78,,47.91,,
2018,6,3.24,,49.41,,
2018,7,2.61,,51.93,,
2018,8,3.73,,53.41,,
2018,9,5.64,,54.79,,
2018,10,4.81,,49.82,,
2018,11,3.25,,47.64,,
2018,12,4.15,,48.37,,
2019,1,1.79,,46.14,,
2019,2,4.32,,49.46,,
2019,3,5.09,,47.81,,
2019,4,4.5,,48.14,,
2019,5,6.28,,48.13,,
2019,6,5.76,,47.42,,
2019,7,4.09,,44.48,,
2019,8,5.11,,47.71,,
2019,9,0.67,,45.86,,
2019,10,2.63,,46.53,,
2019,11,3.98,,47.87,,
2019,12,1.92,,47.89,,
2020,1,5.11,,47.19,,
2020,2,2.67,,46.31,,
2020,3,5.42,,44.69,,
2020,4,4.49,,45.31,,
2020,5,5.57,,45.98,,
2020,6,2.82,,43.82,,
2020,7,7.32,,45.87,,
2020,8,3.26,,42.26,,
2020,9,1.34,,41.77,,
2020,10,3.97,,44.27,,
2020,11,4,,44.97,,
2020,12,1.22,,41.87,,
2021,1,4.23,,43.3,,
2021,2,1.05,,40.9,,
2021,3,6.04,,44.01,,
2021,4,5.16,,43.2,,
2021,5,3.41,,43.88,,
2021,6,4.87,,47.14,,
2021,7,3.71,,45.33,,
2021,8,2.77,,45.39,,
2021,9,3.84,,47.54,,
2021,10,4.67,,45.61,,
2021,11,0.9,,43.58,,
2021,12,2.65,,45.5,,
2022,1,1.83,,44.72,,
2022,2,4.16,,46.55,,
2022,3,5.23,,44.93,,
2022,4,5.84,,47.82,,
2022,5,6.67,,43.4,,
2022,6,3.06,,39.26,,
2022,7,3.77,,37.11,,
2022,8,4.92,,38.81,,
2022,9,1.91,,40.18,,
2022,10,2.64,,39.87,,
2022,11,2.82,,38.8,,
2022,12,1.87,,37,,
2023,1,3.66,,37.11,,
2023,2,2.54,,38.03,,
2023,3,8.12,,36.2,,
2023,4,1.42,,32.02,,
2023,5,2.53,,35.66,,
2023,6,0.91,,38.93,,
2023,7,5.47,,,,
2023,8,6.29,,,,
2023,9,1.6,,,,
2023,10,1.57,,,,
2023,11,1.02,,,,
2023,12,1.98,,,,
2024,1,4.58,,,,
2024,2,0.71,,,,
2024,3,3.94,,,,
2024,4,5.06,,,,
2024,5,5.8,,,,
