Year,Month,Total,,,,
2014,2,2.88,,44.72,,
2014,3,3.8,,45.16,,
2014,4,8.98,,48.26,,
2014,5,3.73,,44.92,,
2014,6,6.12,,46.07,,
2014,7,4.39,,42.59,,
2014,8,2.48,,40.13,,
2014,9,1.88,,39.75,,
2014,10,4.16,,38.26,,
2014,11,2.09,,37.04,,
2014,12,2.3,,47.4,,
2015,1,1.91,,51.25,,
2015,2,3.32,,51.95,,
2015,3,6.9,,51.43,,
2015,4,5.64,,54.19,,
2015,5,4.88,,52.29,,
2015,6,2.64,,52.02,,
2015,7,1.93,,52.33,,
2015,8,2.1,,56.31,,
2015,9,0.39,,58.56,,
2015,10,2.94,,59.17,,
2015,11,12.45,,57.27,,
2015,12,6.15,,47.83,,
2016,1,2.61,,47.14,,
2016,2,2.8,,47.49,,
2016,3,9.66,,46.07,,
2016,4,3.74,,42.32,,
2016,5,4.61,,46.38,,
2016,6,2.95,,46,,
2016,7,5.91,,47.11,,
2016,8,4.35,,45.96,,
2016,9,1,,46.29,,
2016,10,1.04,,46.05,,
2016,11,3.01,,47.23,,
2016,12,5.46,,47.13,,
2017,1,2.96,,45.45,,
2017,2,1.38,,45.59,,
2017,3,5.91,,54.16,,
2017,4,7.8,,53.43,,
2017,5,4.23,,50.44,,
2017,6,4.06,,49.33,,
2017,7,4.76,,47.76,,
2017,8,4.68,,45.32,,
2017,9,0.76,,46.14,,
2017,10,2.22,,53.75,,
2017,11,2.91,,54.92,,
2017,12,3.78,,57.41,,
2018,1,3.1,,58.27,,
2018,2,9.95,,59.83,,
2018,3,5.18,,61.45,,
2018,4,4.81,,61.64,,
2018,5,3.12,,63.08,,
2018,6,2.49,,68.57,,
2018,7,2.32,,73.89,,
2018,8,5.5,,76.62,,
2018,9,8.37,,77.91,,
2018,10,3.39,,70.58,,
2018,11,5.4,,75.2,,
2018,12,4.64,,75.87,,
2019,1,4.66,,74.06,,
2019,2,11.57,,75.5,,
2019,3,5.37,,68.87,,
2019,4,6.25,,70.02,,
2019,5,8.61,,67.23,,
2019,6,7.81,,64.56,,
2019,7,5.05,,61.91,,
2019,8,6.79,,61.68,,
2019,9,1.04,,59.8,,
2019,10,8.01,,63.08,,
2019,11,6.07,,61.13,,
2019,12,2.83,,57.32,,
2020,1,6.1,,57.53,,
2020,2,4.94,,55.93,,
2020,3,6.52,,54.99,,
2020,4,3.46,,54.03,,
2020,5,5.94,,55.39,,
2020,6,5.16,,52.12,,
2020,7,4.82,,49.92,,
2020,8,4.91,,48.77,,
2020,9,4.32,,47.5,,
2020,10,6.06,,46.73,,
2020,11,2.26,,47.82,,
2020,12,3.04,,47.55,,
2021,1,4.5,,48.46,,
2021,2,4,,50.87,,
2021,3,5.56,,51.08,,
2021,4,4.82,,49.33,,
2021,5,2.67,,52.5,,
2021,6,2.96,,54.84,,
2021,7,3.67,,53.13,,
2021,8,3.64,,54.46,,
2021,9,3.55,,54.09,,
2021,10,7.15,,50.72,,
2021,11,1.99,,45.24,,
2021,12,3.95,,45.8,,
2022,1,6.91,,46.81,,
2022,2,4.21,,46.95,,
2022,3,3.81,,46.48,,
2022,4,7.99,,51.22,,
2022,5,5.01,,46.74,,
2022,6,1.25,,46.45,,
2022,7,5,,47.4,,
2022,8,3.27,,45.98,,
2022,9,0.18,,49.67,,
2022,10,1.67,,51.98,,
2022,11,2.55,,56.45,,
2022,12,4.96,,55.46,,
2023,1,7.05,,52.13,,
2023,2,3.74,,52.41,,
2023,3,8.55,,50.76,,
2023,4,3.51,,44.53,,
2023,5,4.72,,44.16,,
2023,6,2.2,,45.58,,
2023,7,3.58,,,,
2023,8,6.96,,,,
2023,9,2.49,,,,
2023,10,6.14,,,,
2023,11,1.56,,,,
2023,12,1.63,,,,
2024,1,7.33,,,,
2024,2,2.09,,,,
2024,3,2.32,,,,
2024,4,3.14,,,,
2024,5,6.14,,,,
