Year,Month,Total,,,,
2016,7,6.85,,57.55,,
2016,8,11.35,,53.98,,
2016,9,4.05,,45.2,,
2016,10,1.06,,41.57,,
2016,11,3.57,,43.21,,
2016,12,3.36,,41.63,,
2017,1,2.37,,40.53,,
2017,2,0.96,,40.43,,
2017,3,3.01,,48.83,,
2017,4,12.71,,50.69,,
2017,5,5.37,,42.52,,
2017,6,2.89,,43.03,,
2017,7,3.28,,48.73,,
2017,8,2.57,,48.35,,
2017,9,0.42,,49.7,,
2017,10,2.7,,53.93,,
2017,11,1.99,,54.92,,
2017,12,2.26,,56.31,,
2018,1,2.27,,58.97,,
2018,2,9.36,,61.26,,
2018,3,4.87,,58.15,,
2018,4,4.54,,57.8,,
2018,5,5.88,,58.99,,
2018,6,8.59,,60.97,,
2018,7,2.9,,58.3,,
2018,8,3.92,,61.76,,
2018,9,4.65,,61.64,,
2018,10,3.69,,61.61,,
2018,11,3.38,,64.84,,
2018,12,4.92,,66.71,,
2019,1,4.56,,63.53,,
2019,2,6.25,,64.36,,
2019,3,4.52,,62.68,,
2019,4,5.73,,64.29,,
2019,5,7.86,,60.89,,
2019,6,5.92,,58.99,,
2019,7,6.36,,57.14,,
2019,8,3.8,,54.31,,
2019,9,4.62,,56.1,,
2019,10,6.92,,53.69,,
2019,11,5.25,,52.74,,
2019,12,1.74,,49.79,,
2020,1,5.39,,50.14,,
2020,2,4.57,,47.64,,
2020,3,6.13,,45.61,,
2020,4,2.33,,44.59,,
2020,5,5.96,,47.55,,
2020,6,4.07,,45.26,,
2020,7,3.53,,46.28,,
2020,8,5.59,,50.65,,
2020,9,2.21,,48.58,,
2020,10,5.97,,47.27,,
2020,11,2.3,,45.11,,
2020,12,2.09,,44.72,,
2021,1,2.89,,48.18,,
2021,2,2.54,,49.4,,
2021,3,5.11,,53.31,,
2021,4,5.29,,52.58,,
2021,5,3.67,,53.4,,
2021,6,5.09,,53.22,,
2021,7,7.9,,49.02,,
2021,8,3.52,,42.07,,
2021,9,0.9,,44.47,,
2021,10,3.81,,44.05,,
2021,11,1.91,,41.83,,
2021,12,5.55,,42.28,,
2022,1,4.11,,40.64,,
2022,2,6.45,,41.88,,
2022,3,4.38,,39.54,,
2022,4,6.11,,42.62,,
2022,5,3.49,,40.14,,
2022,6,0.89,,39.1,,
2022,7,0.95,,39.67,,
2022,8,5.92,,45.58,,
2022,9,0.48,,51.9,,
2022,10,1.59,,52.63,,
2022,11,2.36,,53.77,,
2022,12,3.91,,52.01,,
2023,1,5.35,,49.42,,
2023,2,4.11,,50.6,,
2023,3,7.46,,46.77,,
2023,4,3.63,,41.29,,
2023,5,2.45,,41.65,,
2023,6,1.46,,49.15,,
2023,7,6.86,,,,
2023,8,12.24,,,,
2023,9,1.21,,,,
2023,10,2.73,,,,
2023,11,0.6,,,,
2023,12,1.32,,,,
2024,1,6.53,,,,
2024,2,0.28,,,,
2024,3,1.98,,,,
2024,4,3.99,,,,
2024,5,9.95,,,,
