Year,Month,Total,,,,
2008,4,3.3,,29.32,,
2008,5,5.44,,30.21,,
2008,6,4.66,,26.51,,
2008,7,2.73,,27.6,,
2008,8,0.68,,27.64,,
2008,9,4.57,,30.55,,
2008,10,4.13,,26.86,,
2008,11,1.06,,26.46,,
2008,12,0.51,,27.95,,
2009,1,0.03,,28.06,,
2009,2,0.33,,28.67,,
2009,3,1.88,,29,,
2009,4,4.19,,30.32,,
2009,5,1.74,,28.96,,
2009,6,5.75,,30.93,,
2009,7,2.77,,30.14,,
2009,8,3.59,,32.24,,
2009,9,0.88,,33.45,,
2009,10,3.73,,35.8,,
2009,11,2.55,,32.9,,
2009,12,0.62,,32.12,,
2010,1,0.64,,31.54,,
2010,2,0.66,,31.19,,
2010,3,3.2,,30.76,,
2010,4,2.83,,28.19,,
2010,5,3.71,,28.97,,
2010,6,4.96,,28.87,,
2010,7,4.87,,29.59,,
2010,8,4.8,,30.55,,
2010,9,3.23,,30.69,,
2010,10,0.83,,27.75,,
2010,11,1.77,,26.95,,
2010,12,0.04,,28.05,,
2011,1,0.29,,30.81,,
2011,2,0.23,,30.58,,
2011,3,0.63,,32.14,,
2011,4,3.61,,33.57,,
2011,5,3.61,,32.98,,
2011,6,5.68,,30.77,,
2011,7,5.83,,27.97,,
2011,8,4.94,,24.61,,
2011,9,0.29,,25.17,,
2011,10,0.03,,26.37,,
2011,11,2.87,,28.82,,
2011,12,2.8,,27.05,,
2012,1,0.06,,24.92,,
2012,2,1.79,,25.26,,
2012,3,2.06,,23.98,,
2012,4,3.02,,22.53,,
2012,5,1.4,,26.05,,
2012,6,2.88,,29.7,,
2012,7,2.47,,29.4,,
2012,8,5.5,,28.35,,
2012,9,1.49,,24.81,,
2012,10,2.48,,26.1,,
2012,11,1.1,,25.54,,
2012,12,0.67,,25,,
2013,1,0.4,,24.49,,
2013,2,0.51,,24.16,,
2013,3,0.61,,24.25,,
2013,4,6.54,,23.79,,
2013,5,5.05,,19.09,,
2013,6,2.58,,16.12,,
2013,7,1.42,,19.81,,
2013,8,1.96,,21.3,,
2013,9,2.78,,28.22,,
2013,10,1.92,,32.06,,
2013,11,0.56,,32.44,,
2013,12,0.16,,31.98,,
2014,1,0.07,,33.07,,
2014,2,0.6,,33.64,,
2014,3,0.15,,33.48,,
2014,4,1.84,,34.92,,
2014,5,2.08,,36.29,,
2014,6,6.27,,40.45,,
2014,7,2.91,,38.01,,
2014,8,8.88,,42.31,,
2014,9,6.62,,36.05,,
2014,10,2.3,,33.47,,
2014,11,0.1,,31.95,,
2014,12,1.25,,35.93,,
2015,1,0.64,,38.43,,
2015,2,0.44,,38.21,,
2015,3,1.59,,38.36,,
2015,4,3.21,,37.54,,
2015,5,6.24,,40.04,,
2015,6,3.83,,38.01,,
2015,7,7.21,,35.46,,
2015,8,2.62,,32.95,,
2015,9,4.04,,36.42,,
2015,10,0.78,,35.28,,
2015,11,4.08,,35.43,,
2015,12,3.75,,32.41,,
2016,1,0.42,,29.24,,
2016,2,0.59,,29.69,,
2016,3,0.77,,29.51,,
2016,4,5.71,,32.4,,
2016,5,4.21,,31.56,,
2016,6,1.28,,29.71,,
2016,7,4.7,,30.94,,
2016,8,6.09,,28.12,,
2016,9,2.9,,24.36,,
2016,10,0.93,,23.26,,
2016,11,1.06,,26.31,,
2016,12,0.58,,25.46,,
2017,1,0.87,,25.05,,
2017,2,0.41,,24.51,,
2017,3,3.66,,24.75,,
2017,4,4.87,,22.07,,
2017,5,2.36,,17.79,,
2017,6,2.51,,17.61,,
2017,7,1.88,,18.65,,
2017,8,2.33,,18.8,,
2017,9,1.8,,22.08,,
2017,10,3.98,,26.74,,
2017,11,0.21,,27.66,,
2017,12,0.17,,28.13,,
2018,1,0.33,,30.36,,
2018,2,0.65,,30.61,,
2018,3,0.98,,31.29,,
2018,4,0.59,,34.06,,
2018,5,2.18,,35.18,,
2018,6,3.55,,43.51,,
2018,7,2.03,,43.06,,
2018,8,5.61,,43.05,,
2018,9,6.46,,42.83,,
2018,10,4.9,,42.97,,
2018,11,0.68,,41.04,,
2018,12,2.4,,40.82,,
2019,1,0.58,,39.24,,
2019,2,1.33,,39.94,,
2019,3,3.75,,38.61,,
2019,4,1.71,,36.76,,
2019,5,10.51,,36.92,,
2019,6,3.1,,30.05,,
2019,7,2.02,,30.98,,
2019,8,5.39,,35.73,,
2019,9,6.6,,30.94,,
2019,10,2.97,,26.35,,
2019,11,0.46,,24.27,,
2019,12,0.82,,26.18,,
2020,1,1.28,,25.68,,
2020,2,0,,25.5,,
2020,3,1.9,,25.59,,
2020,4,1.87,,27.68,,
2020,5,3.64,,27.34,,
2020,6,4.03,,27.95,,
2020,7,6.77,,29.82,,
2020,8,0.6,,26.14,,
2020,9,2.01,,29.91,,
2020,10,0.89,,28.78,,
2020,11,2.37,,30.49,,
2020,12,0.32,,29.58,,
2021,1,1.1,,29.55,,
2021,2,0.09,,28.75,,
2021,3,3.99,,28.71,,
2021,4,1.53,,27.35,,
2021,5,4.25,,28.95,,
2021,6,5.9,,28.99,,
2021,7,3.09,,27.37,,
2021,8,4.37,,26.94,,
2021,9,0.88,,23.8,,
2021,10,2.6,,24.01,,
2021,11,1.46,,22.26,,
2021,12,0.29,,23.32,,
2022,1,0.3,,23.69,,
2022,2,0.05,,25.62,,
2022,3,2.63,,28.41,,
2022,4,3.13,,27.05,,
2022,5,4.29,,25.79,,
2022,6,4.28,,24.96,,
2022,7,2.66,,22.83,,
2022,8,1.23,,27.88,,
2022,9,1.09,,29.99,,
2022,10,0.85,,30.09,,
2022,11,2.52,,31.29,,
2022,12,0.66,,29.78,,
2023,1,2.23,,30.5,,
2023,2,2.84,,28.92,,
2023,3,1.27,,26.15,,
2023,4,1.87,,26.27,,
2023,5,3.46,,29.29,,
2023,6,2.15,,35.99,,
2023,7,7.71,,,,
2023,8,3.34,,,,
2023,9,1.19,,,,
2023,10,2.05,,,,
2023,11,1.01,,,,
2023,12,1.38,,,,
2024,1,0.65,,,,
2024,2,0.07,,,,
2024,3,1.39,,,,
2024,4,4.89,,,,
2024,5,10.16,,,,
