Year,Month,Total,,,,
2008,4,5.23,,34.49,,
2008,5,3.48,,34.93,,
2008,6,1.71,,37.37,,
2008,7,2.11,,38.45,,
2008,8,2.71,,39.99,,
2008,9,2.8,,39.02,,
2008,10,2.13,,39.76,,
2008,11,1.95,,48.42,,
2008,12,5.32,,48,,
2009,1,1.9,,49.92,,
2009,2,2.59,,50.72,,
2009,3,2.56,,49.61,,
2009,4,5.67,,51.68,,
2009,5,5.92,,50.81,,
2009,6,2.79,,49.92,,
2009,7,3.65,,47.58,,
2009,8,1.74,,47.45,,
2009,9,3.54,,45.96,,
2009,10,10.79,,43.79,,
2009,11,1.53,,33.47,,
2009,12,7.24,,36.42,,
2010,1,2.7,,31.18,,
2010,2,1.48,,28.68,,
2010,3,4.63,,32.3,,
2010,4,4.8,,32.06,,
2010,5,5.03,,40.02,,
2010,6,0.45,,43.01,,
2010,7,3.52,,43.41,,
2010,8,0.25,,41.76,,
2010,9,1.37,,43.65,,
2010,10,0.47,,44.86,,
2010,11,4.48,,46,,
2010,12,2,,50.56,,
2011,1,0.2,,56.1,,
2011,2,5.1,,58.04,,
2011,3,4.39,,55.36,,
2011,4,12.76,,56.53,,
2011,5,8.02,,45.34,,
2011,6,0.85,,39.05,,
2011,7,1.87,,38.73,,
2011,8,2.14,,39.62,,
2011,9,2.58,,40,,
2011,10,1.61,,40.89,,
2011,11,9.04,,42.09,,
2011,12,7.54,,34.85,,
2012,1,2.14,,30.6,,
2012,2,2.42,,33.72,,
2012,3,5.56,,35.53,,
2012,4,1.57,,32.21,,
2012,5,1.73,,36.43,,
2012,6,0.53,,40.74,,
2012,7,2.76,,43.86,,
2012,8,2.52,,43.66,,
2012,9,3.47,,47.86,,
2012,10,2.81,,45.59,,
2012,11,1.8,,46.59,,
2012,12,3.29,,46.34,,
2013,1,5.26,,50.34,,
2013,2,4.23,,47,,
2013,3,2.24,,43.69,,
2013,4,5.79,,44.26,,
2013,5,6.04,,49.76,,
2013,6,3.65,,47.99,,
2013,7,2.56,,49.67,,
2013,8,6.72,,49.41,,
2013,9,1.2,,45.36,,
2013,10,3.81,,46.14,,
2013,11,1.55,,46.14,,
2013,12,7.29,,46.69,,
2014,1,1.92,,41.59,,
2014,2,0.92,,41.92,,
2014,3,2.81,,42.19,,
2014,4,11.29,,46.17,,
2014,5,4.27,,40.55,,
2014,6,5.33,,41.95,,
2014,7,2.3,,38.97,,
2014,8,2.67,,39.7,,
2014,9,1.98,,39.33,,
2014,10,3.81,,37.74,,
2014,11,2.1,,36.5,,
2014,12,2.19,,44.65,,
2015,1,2.25,,51.49,,
2015,2,1.19,,50.72,,
2015,3,6.79,,51.51,,
2015,4,5.67,,52.34,,
2015,5,5.67,,49.8,,
2015,6,2.35,,49.13,,
2015,7,3.03,,48.89,,
2015,8,2.3,,52.36,,
2015,9,0.39,,56.1,,
2015,10,2.57,,57.27,,
2015,11,10.25,,56.04,,
2015,12,9.03,,49.87,,
2016,1,1.48,,45.91,,
2016,2,1.98,,46.46,,
2016,3,7.62,,45.89,,
2016,4,3.13,,44.09,,
2016,5,5,,47.96,,
2016,6,2.11,,48.25,,
2016,7,6.5,,48.45,,
2016,8,6.04,,45.35,,
2016,9,1.56,,43.98,,
2016,10,1.34,,42.68,,
2016,11,4.08,,43.14,,
2016,12,5.07,,41.07,,
2017,1,2.03,,39.57,,
2017,2,1.41,,39.74,,
2017,3,5.82,,47.78,,
2017,4,7,,45.45,,
2017,5,5.29,,42.95,,
2017,6,2.31,,41.77,,
2017,7,3.4,,41.39,,
2017,8,4.67,,39.76,,
2017,9,0.26,,40.92,,
2017,10,1.8,,45.75,,
2017,11,2.01,,48.37,,
2017,12,3.57,,50.78,,
2018,1,2.2,,50.92,,
2018,2,9.45,,53.34,,
2018,3,3.49,,53.94,,
2018,4,4.5,,54.19,,
2018,5,4.11,,55.41,,
2018,6,1.93,,58.02,,
2018,7,1.77,,64.03,,
2018,8,5.83,,66.19,,
2018,9,5.09,,64.33,,
2018,10,4.42,,60.39,,
2018,11,4.42,,64.81,,
2018,12,3.71,,65.69,,
2019,1,4.62,,64.2,,
2019,2,10.05,,64.69,,
2019,3,3.74,,59.26,,
2019,4,5.72,,61.38,,
2019,5,6.72,,58.99,,
2019,6,7.94,,56.86,,
2019,7,3.93,,52.26,,
2019,8,3.97,,52.37,,
2019,9,1.15,,53.84,,
2019,10,8.84,,56.86,,
2019,11,5.3,,54.79,,
2019,12,2.22,,52.06,,
2020,1,5.11,,52.47,,
2020,2,4.62,,51.54,,
2020,3,5.86,,48.87,,
2020,4,3.33,,48.47,,
2020,5,4.59,,50.37,,
2020,6,3.34,,48.84,,
2020,7,4.04,,49.92,,
2020,8,5.44,,49.96,,
2020,9,4.17,,46.71,,
2020,10,6.77,,45.37,,
2020,11,2.57,,45.92,,
2020,12,2.63,,45.7,,
2021,1,4.18,,48.37,,
2021,2,1.95,,49.79,,
2021,3,5.46,,51.64,,
2021,4,5.23,,49.72,,
2021,5,3.06,,51.09,,
2021,6,4.42,,53.78,,
2021,7,4.08,,50.8,,
2021,8,2.19,,50.57,,
2021,9,2.83,,51.87,,
2021,10,7.32,,49.65,,
2021,11,2.35,,44.24,,
2021,12,5.3,,44.93,,
2022,1,5.6,,44.88,,
2022,2,3.8,,48.93,,
2022,3,3.54,,49.74,,
2022,4,6.6,,54.17,,
2022,5,5.75,,51.41,,
2022,6,1.44,,47.26,,
2022,7,3.85,,46.18,,
2022,8,3.49,,47.33,,
2022,9,0.61,,48.51,,
2022,10,1.91,,50.34,,
2022,11,3.04,,52.17,,
2022,12,5.25,,50.66,,
2023,1,9.65,,47.11,,
2023,2,4.61,,45.37,,
2023,3,7.97,,42.21,,
2023,4,3.84,,36.37,,
2023,5,1.6,,35.28,,
2023,6,0.36,,43.51,,
2023,7,5,,,,
2023,8,4.67,,,,
2023,9,2.44,,,,
2023,10,3.74,,,,
2023,11,1.53,,,,
2023,12,1.7,,,,
2024,1,7.91,,,,
2024,2,1.45,,,,
2024,3,2.13,,,,
2024,4,2.75,,,,
2024,5,9.83,,,,
