Year      Month     Average
2020      10        0.1926
2020      11        0.0767
2020      12        0.0674
2021      1         0.0932
2021      2         0.0907
2021      3         0.1648
2021      4         0.1763
2021      5         0.1184
2021      6         0.1697
2021      7         0.2548
2021      8         0.1135
2021      9         0.0300
2021      10        0.1229
2021      11        0.0637
2021      12        0.1790
2022      1         0.1326
2022      2         0.2304
2022      3         0.1413
2022      4         0.2037
2022      5         0.1126
2022      6         0.0297
2022      7         0.0306
2022      8         0.1910
2022      9         0.0160
2022      10        0.0513
2022      11        0.0787
2022      12        0.1261
2023      1         0.1726
2023      2         0.1468
2023      3         0.2406
2023      4         0.1210
2023      5         0.0790
2023      6         0.0487
2023      7         0.2213
2023      8         0.3948
2023      9         0.0403
2023      10        0.0881
2023      11        0.0137
