Timescale,Location,Month,Alpha,Beta
1,"Cook Station, Crawford County, MO",May,4.807134927846924,1.033214185715521
1,"Cook Station, Crawford County, MO",June,3.4519611458581227,1.0543523462888138
1,"Cook Station, Crawford County, MO",July,3.1110105248060225,1.1723146882187858
1,"Cook Station, Crawford County, MO",August,7.4599192558201,0.5169850415951569
1,"Cook Station, Crawford County, MO",September,1.1392875288180566,2.857048741222393
1,"Cook Station, Crawford County, MO",October,2.6336742329632457,1.1487436938480644
1,"Cook Station, Crawford County, MO",November,1.9712143200860468,1.5352211929791073
1,"Cook Station, Crawford County, MO",December,3.277220395543344,0.7254623470954642
1,"Corning, Atchison County, MO",January,1.1395424121112603,0.4759805289695898
1,"Corning, Atchison County, MO",February,0.4494725326848863,1.8768666353443815
1,"Corning, Atchison County, MO",March,2.588732851975606,0.7447659184409995
1,"Corning, Atchison County, MO",April,3.8589010936106405,0.8090386160114957
1,"Corning, Atchison County, MO",May,3.2769104044897337,1.2975637033817844
1,"Corning, Atchison County, MO",June,3.4040630117827053,1.1532786907423835
1,"Corning, Atchison County, MO",July,3.281879155445392,1.0969325284652154
1,"Corning, Atchison County, MO",August,2.2197229108254657,1.7770611431705368
1,"Corning, Atchison County, MO",September,1.7741033169851195,1.4582484056395193
1,"Corning, Atchison County, MO",October,1.6406376598702446,1.4229731466836935
1,"Corning, Atchison County, MO",November,1.3513037067229887,1.0989387453848067
1,"Corning, Atchison County, MO",December,0.45193524782815137,2.1915012637900575
1,"Delta, Cape Girardeau County, MO",January,2.4141695715227103,1.3158976227574062
1,"Delta, Cape Girardeau County, MO",February,2.2135919051083657,1.4461563546164513
1,"Delta, Cape Girardeau County, MO",March,3.1838442746124307,1.4999477324252404
1,"Delta, Cape Girardeau County, MO",April,2.5676196265775375,2.004346729098578
1,"Delta, Cape Girardeau County, MO",May,3.5406970703532985,1.509533262490226
1,"Delta, Cape Girardeau County, MO",June,2.425971721067835,1.487032997446522
1,"Delta, Cape Girardeau County, MO",July,4.109046113412167,0.9679862163428168
1,"Delta, Cape Girardeau County, MO",August,2.245453929826874,1.8550443682840656
1,"Delta, Cape Girardeau County, MO",September,1.575089547598447,1.829261075659519
1,"Delta, Cape Girardeau County, MO",October,2.157301985430086,1.7313292368547928
1,"Delta, Cape Girardeau County, MO",November,2.6943414043790472,1.422889465258226
1,"Delta, Cape Girardeau County, MO",December,2.788622598090564,1.3601398300952474
1,"Glennonville, Dunklin County, MO",January,1.8989336707418885,1.907386264147358
1,"Glennonville, Dunklin County, MO",February,3.1072480918662913,1.1157139364490696
1,"Glennonville, Dunklin County, MO",March,4.181888755031908,1.0632516215907981
1,"Glennonville, Dunklin County, MO",April,3.2600477330791167,1.425500600173948
1,"Glennonville, Dunklin County, MO",May,3.2801709127006706,1.4726061929873575
1,"Glennonville, Dunklin County, MO",June,1.909150907270704,1.2776185777025169
1,"Glennonville, Dunklin County, MO",July,3.7072998417613707,0.9377894465409282
1,"Glennonville, Dunklin County, MO",August,1.8700189930096691,1.7363905637168806
1,"Glennonville, Dunklin County, MO",September,1.144279859966702,2.3923343369686334
1,"Glennonville, Dunklin County, MO",October,0.5199302435003957,6.902368240668172
1,"Glennonville, Dunklin County, MO",November,2.461424728353854,1.6081472197122917
1,"Glennonville, Dunklin County, MO",December,2.9210681642984007,1.4152927745045056
1,"Hayward, Pemiscot County, MO",January,2.920807953561224,1.2701964864127906
1,"Hayward, Pemiscot County, MO",February,3.3236666990196357,1.1826697307703709
1,"Hayward, Pemiscot County, MO",March,4.9593889192841445,0.9808466485024417
1,"Hayward, Pemiscot County, MO",April,4.457544776783425,1.0691087221200881
1,"Hayward, Pemiscot County, MO",May,4.185653208638649,1.1960857124444604
1,"Hayward, Pemiscot County, MO",June,2.987509715104192,0.9570401235220589
1,"Hayward, Pemiscot County, MO",July,5.403180583394429,0.7145482690878066
1,"Hayward, Pemiscot County, MO",August,1.9234613991133773,1.7979738688946176
1,"Hayward, Pemiscot County, MO",September,0.5011245225717644,6.684133748321308
1,"Hayward, Pemiscot County, MO",October,1.6258381513978615,2.402863202224524
1,"Hayward, Pemiscot County, MO",November,2.55717881456242,1.5751407933730739
1,"Hayward, Pemiscot County, MO",December,3.8068198525754444,1.1415915387993019
1,"Lamar, Barton County, MO",January,1.1148149726262457,1.473966568845951
1,"Lamar, Barton County, MO",February,1.1536769590458609,1.5467068022020423
1,"Lamar, Barton County, MO",March,4.517012501461408,0.7148972908654213
1,"Lamar, Barton County, MO",April,3.1707694385791596,1.2977291726212257
1,"Lamar, Barton County, MO",May,5.716331379168408,1.1230979406645174
1,"Lamar, Barton County, MO",June,3.3895300572808744,1.6177267175002235
1,"Lamar, Barton County, MO",July,3.252514025351153,1.102096195587144
1,"Lamar, Barton County, MO",August,1.794804465651151,1.7806025082926746
1,"Lamar, Barton County, MO",September,1.8825323245969927,1.8173658722340462
1,"Lamar, Barton County, MO",October,3.0203773523839845,1.1665209086051334
1,"Lamar, Barton County, MO",November,2.18809336782901,1.0402892461387316
1,"Lamar, Barton County, MO",December,2.33238114326502,0.8430225933603264
1,"Linneus, Linn County, MO",January,0.5405989657248707,1.819463340595046
1,"Linneus, Linn County, MO",February,1.101445429076953,1.2765044576727451
1,"Linneus, Linn County, MO",March,3.2817844212211646,0.8009057460032559
1,"Linneus, Linn County, MO",April,3.5064844961641857,1.0182278016645256
1,"Linneus, Linn County, MO",May,3.198843583860515,1.471281691873191
1,"Linneus, Linn County, MO",June,3.4927346887133033,1.4861802558915798
1,"Linneus, Linn County, MO",July,2.7555813449186877,1.389603930157126
1,"Linneus, Linn County, MO",August,1.5745137225991173,2.6828389020285286
1,"Linneus, Linn County, MO",September,1.50618986290438,2.1469736848874903
1,"Linneus, Linn County, MO",October,3.0017650052787848,1.0205107088817003
1,"Linneus, Linn County, MO",November,1.828593288717071,0.9401580315176716
1,"Linneus, Linn County, MO",December,2.612247784433869,0.5641692985182849
1,"Monroe City, Monroe County, MO",January,1.3563219641663975,1.1230371846379166
1,"Monroe City, Monroe County, MO",February,1.557328165237328,0.9863046430332314
1,"Monroe City, Monroe County, MO",March,5.042228899273804,0.550788164436561
1,"Monroe City, Monroe County, MO",April,2.7284570321592847,1.3893566786719684
1,"Monroe City, Monroe County, MO",May,4.177361403652482,0.9881835927556273
1,"Monroe City, Monroe County, MO",June,3.786610458210378,1.1216055573460237
1,"Monroe City, Monroe County, MO",July,2.0623863016574813,1.9223281934364627
1,"Monroe City, Monroe County, MO",August,2.6947501965250042,1.4268483976950044
1,"Monroe City, Monroe County, MO",September,1.6756992344195685,1.8780717140587733
1,"Monroe City, Monroe County, MO",October,3.6269166838715816,0.9150334262868629
1,"Monroe City, Monroe County, MO",November,2.0551424255554758,1.0122980484938213
1,"Monroe City, Monroe County, MO",December,2.7750890932665904,0.6628916303612934
1,"Novelty, Knox County, MO",January,1.5022055402792311,0.7463692351258342
1,"Novelty, Knox County, MO",February,1.4633087964143945,1.13550878951284
1,"Novelty, Knox County, MO",March,4.659148476772583,0.5521180561049461
1,"Novelty, Knox County, MO",April,3.515356929006025,1.1452606609816889
1,"Novelty, Knox County, MO",May,2.823321088465896,1.74149515624935
1,"Novelty, Knox County, MO",June,2.5775613664580823,1.9710167652566295
1,"Novelty, Knox County, MO",July,1.994449639918375,2.017891679429942
1,"Novelty, Knox County, MO",August,0.5529638060735461,7.373146829235813
1,"Novelty, Knox County, MO",September,1.5509428615506424,2.06863412764647
1,"Novelty, Knox County, MO",October,3.426253084648598,1.0708977346730304
1,"Novelty, Knox County, MO",November,2.4174994458699035,0.7967943915730105
1,"Novelty, Knox County, MO",December,2.2167507169259046,0.7439567535377458
1,"Portageville, Pemiscot County, MO",January,2.849789823004839,1.412314679352817
1,"Portageville, Pemiscot County, MO",February,3.8325996321641718,1.0687262936950952
1,"Portageville, Pemiscot County, MO",March,4.934305954449585,1.0145297122457035
1,"Portageville, Pemiscot County, MO",April,5.01733614491268,0.9574004733509041
1,"Portageville, Pemiscot County, MO",May,3.300910337246778,1.4978898227887107
1,"Portageville, Pemiscot County, MO",June,3.0405747456100958,1.022832937947057
1,"Portageville, Pemiscot County, MO",July,7.08592068352998,0.5278072063088421
1,"Portageville, Pemiscot County, MO",August,2.845155589174451,1.114613911508498
1,"Portageville, Pemiscot County, MO",September,0.4920665553212862,6.432903501640878
1,"Portageville, Pemiscot County, MO",October,0.5229137040800528,7.839088237280401
1,"Portageville, Pemiscot County, MO",November,2.5795082586084974,1.5960729413032673
1,"Portageville, Pemiscot County, MO",December,3.0315624267412784,1.4465862975748414
1,"St. Joseph, Buchanan County, MO",January,1.1335232123670527,0.6058984876593804
1,"St. Joseph, Buchanan County, MO",February,0.8369548070548926,1.175212797404352
1,"St. Joseph, Buchanan County, MO",March,3.3298282032154938,0.6587727252660424
1,"St. Joseph, Buchanan County, MO",April,5.017724466706324,0.7017523627420988
1,"St. Joseph, Buchanan County, MO",May,4.909082682417003,0.9631127251195846
1,"St. Joseph, Buchanan County, MO",June,3.9548153653519464,1.2225602344067266
1,"St. Joseph, Buchanan County, MO",July,1.655052985159299,2.431442801439581
1,"St. Joseph, Buchanan County, MO",August,3.2399372198464484,1.435212994750676
1,"St. Joseph, Buchanan County, MO",September,2.7713498862823087,1.0515332911197086
1,"St. Joseph, Buchanan County, MO",October,1.842083567001536,1.6188643049931986
1,"St. Joseph, Buchanan County, MO",November,1.5972801857900447,0.9696169863485531
1,"St. Joseph, Buchanan County, MO",December,0.9900076014825572,1.2268424319312996
